100	100	94	89	16	18	100	85	100	100	100	97	100	100	98	100	100	100	99	93	99	99	100	100	100	83	92	100	100	100	100	100	100	100	100	100	100	72	100	81	90	100	99	96	100	100	58	99	83	66	80	29	100	99	93	100	50	100	60	100	100	82	100	99	97	71	100	74	88	94	100	97	100	86	57	
100	100	82	84	16	18	100	83	100	100	100	91	100	100	97	100	100	100	100	92	97	98	100	100	100	80	93	100	100	100	100	100	100	100	100	100	100	57	100	81	91	100	94	87	100	100	64	97	96	59	89	16	100	99	94	100	44	99	71	100	100	91	100	100	98	76	100	72	91	89	97	97	100	85	40	
99	99	100	87	12	14	99	90	99	99	99	92	99	99	99	99	99	99	97	96	98	99	99	99	99	69	95	99	99	99	99	99	99	98	99	99	99	71	99	85	85	99	98	90	99	98	61	98	81	62	91	29	99	99	95	99	43	97	74	99	99	83	99	99	94	67	99	77	86	82	94	97	98	88	54	
56	56	51	100	8	10	56	49	56	56	56	52	56	56	56	56	56	56	56	53	55	55	56	56	56	41	50	56	56	56	56	56	56	55	56	56	56	35	56	42	49	56	53	51	56	56	33	56	49	33	48	13	56	56	52	56	25	55	39	56	56	51	56	55	54	36	56	38	48	50	52	55	56	52	37	
21	21	19	16	100	5	21	20	21	21	21	19	21	21	21	21	21	21	21	21	21	21	21	21	21	17	20	21	21	21	21	21	21	21	21	21	21	16	21	17	21	21	21	20	21	21	6	21	14	14	18	5	21	21	20	21	7	21	18	21	21	18	21	20	21	13	21	17	20	18	21	20	21	19	8	
30	30	28	19	11	100	31	27	30	30	30	29	30	30	31	30	30	30	30	30	30	30	30	30	30	17	30	30	30	30	30	30	30	30	30	30	30	14	30	24	27	30	29	28	30	30	15	29	28	14	26	7	30	30	28	30	13	29	21	30	30	25	30	29	30	21	30	21	27	27	29	29	30	26	13	
100	100	87	90	13	22	100	89	100	100	100	97	100	100	100	100	100	100	97	94	100	99	100	100	100	68	96	100	100	100	100	100	100	100	100	100	100	65	100	85	84	100	92	91	100	100	45	100	83	51	91	27	100	98	95	100	50	99	69	100	100	83	100	100	98	67	100	72	81	86	94	98	100	87	51	
55	55	45	49	7	10	55	100	55	55	54	52	55	55	54	55	55	55	54	50	54	55	55	55	55	39	49	55	55	55	55	55	55	55	55	55	55	36	55	44	51	55	55	55	55	55	34	54	44	30	46	19	55	55	53	55	19	54	38	55	55	46	55	55	54	37	55	43	48	46	51	53	55	43	26	
98	98	84	91	11	21	98	81	100	98	98	89	98	98	98	98	98	98	98	93	98	98	98	98	98	67	95	98	98	98	98	98	98	98	98	98	98	65	98	79	89	98	97	93	98	98	55	98	82	57	89	25	98	97	95	98	50	97	69	98	98	88	98	98	97	66	98	71	89	84	94	92	98	95	53	
100	100	96	81	15	12	100	88	100	100	100	91	100	100	100	100	100	100	98	98	99	98	100	100	100	73	95	100	100	100	100	100	100	100	100	100	100	65	100	85	90	100	96	94	100	100	53	100	88	56	83	27	100	100	99	100	54	100	71	100	100	89	100	99	99	75	100	82	93	87	96	94	100	90	62	
100	100	88	85	10	20	100	89	100	100	100	92	100	100	99	100	100	100	98	96	98	99	100	100	100	69	96	100	100	100	100	100	100	100	100	100	100	65	100	84	89	100	91	90	100	100	59	100	87	70	90	27	100	100	94	100	45	98	71	100	100	89	99	99	100	67	100	79	94	85	98	97	100	82	48	
55	55	48	47	11	9	55	53	55	55	55	100	55	55	55	55	55	55	54	53	54	55	55	55	55	37	52	55	55	55	55	55	55	55	55	55	55	33	55	45	52	55	52	53	55	55	27	55	42	35	47	9	55	55	50	55	21	53	36	55	55	49	55	55	55	42	55	41	48	46	52	53	55	48	25	
100	100	83	90	12	20	100	91	100	100	100	90	100	100	99	100	100	100	99	97	98	100	100	100	100	75	92	100	100	100	100	100	100	100	100	100	100	70	100	81	90	100	96	88	100	100	56	100	90	58	85	26	100	99	98	100	51	99	68	100	99	82	100	99	99	60	99	75	90	81	90	96	99	88	54	
100	100	89	83	14	14	100	83	100	100	100	96	100	100	100	100	100	100	99	98	99	98	100	100	100	73	99	100	100	100	100	100	100	100	100	100	100	61	100	78	93	100	95	91	100	100	49	100	85	49	85	30	100	100	97	100	41	96	70	100	100	89	100	98	97	54	100	78	94	86	94	99	100	86	58	
100	100	94	88	12	18	100	90	100	100	100	93	100	100	100	100	100	100	100	97	100	99	100	100	100	71	92	100	100	100	100	100	100	99	100	100	100	62	100	85	90	100	97	91	100	100	50	100	84	49	94	27	100	99	93	100	50	99	65	100	100	91	100	99	98	62	100	71	85	87	97	96	100	83	54	
100	100	91	88	22	19	100	90	100	100	100	93	100	100	100	100	100	100	100	95	100	99	100	100	100	69	94	100	100	100	100	100	100	100	100	100	100	64	100	81	91	100	94	93	100	99	50	96	82	55	86	24	100	100	94	100	40	99	74	100	100	88	100	100	99	65	99	72	87	83	92	97	99	76	55	
100	99	88	84	15	14	99	90	100	100	100	90	100	100	99	100	100	100	100	97	99	100	100	100	100	58	94	100	100	100	100	100	100	100	100	100	100	58	100	79	92	100	95	91	100	99	61	99	87	57	76	36	100	100	96	100	39	100	72	100	100	86	100	100	98	65	100	79	89	94	99	97	99	85	52	
100	100	83	89	14	18	100	89	100	100	100	89	100	100	99	100	100	100	100	95	99	98	100	100	100	77	94	100	100	100	100	100	100	100	100	100	100	61	100	83	90	100	95	94	100	99	66	99	85	58	84	25	100	100	97	100	54	99	64	100	100	95	100	100	99	59	100	76	91	87	94	98	100	89	51	
100	100	89	83	18	23	100	82	100	100	100	94	100	100	99	100	100	100	100	95	99	100	100	100	100	71	94	100	100	100	100	100	100	100	100	100	100	72	100	89	85	100	97	96	100	100	54	99	80	56	90	32	100	100	97	100	41	98	71	100	100	90	100	99	95	70	100	83	85	87	99	95	100	86	51	
100	100	84	76	17	15	100	90	100	100	100	95	100	100	99	100	100	100	99	100	98	100	100	100	100	69	96	100	100	100	100	100	100	100	100	100	100	62	100	83	92	100	97	93	100	100	53	100	93	56	86	17	100	100	98	100	47	100	71	100	100	84	100	100	96	75	100	73	85	87	98	98	100	83	56	
100	100	87	85	10	17	100	89	100	100	100	91	100	100	99	100	100	100	99	95	100	98	100	100	100	66	97	100	100	100	100	100	100	100	100	100	100	75	100	83	92	100	92	94	100	100	58	99	88	60	88	23	100	99	93	100	50	99	72	100	100	87	100	100	98	69	99	73	84	80	98	97	100	87	64	
99	98	90	81	8	17	99	85	99	99	99	91	99	99	99	99	99	99	99	100	99	100	99	99	99	74	91	99	99	99	99	99	99	99	99	99	99	65	99	88	91	99	98	97	99	99	62	98	91	51	93	29	99	99	96	99	44	98	69	99	99	83	99	99	99	71	99	78	89	82	94	96	98	88	52	
100	100	91	81	7	20	100	88	100	100	100	95	100	100	98	100	100	100	100	97	99	100	100	100	100	67	94	100	100	100	100	100	100	100	100	100	100	66	100	87	91	100	97	95	100	100	64	99	85	62	87	35	100	100	91	100	44	97	70	100	100	93	100	96	98	60	100	85	88	88	96	97	100	84	56	
100	100	90	86	11	19	100	89	100	100	100	97	100	100	100	100	100	100	100	96	98	100	100	100	100	63	97	100	100	100	100	100	100	100	100	100	100	65	100	89	90	100	95	97	100	100	50	100	81	60	90	26	100	100	98	100	45	98	65	100	100	84	100	98	98	61	99	74	89	84	96	97	100	77	59	
