100	39	75	96	91	97	55	91	93	91	93	92	85	93	92	93	93	88	92	92	92	93	93	89	93	93	93	93	87	93	47	70	93	93	91	93	89	93	93	93	93	91	93	88	69	93	51	84	28	61	57	52	84	9	65	92	43	51	87	74	63	87	81	68	78	74	65	80	28	86	78	85	87	36	56	
46	100	50	56	58	58	41	54	57	52	58	55	53	57	58	57	58	57	57	58	57	58	58	57	58	58	58	58	56	58	28	50	58	58	56	58	52	58	58	58	58	54	56	57	44	58	41	54	16	45	32	46	52	8	38	58	33	19	55	45	32	55	50	46	49	48	37	47	18	57	48	57	52	13	38	
70	26	100	87	89	88	54	85	88	88	89	88	82	89	89	89	89	86	89	88	89	89	89	84	89	89	89	89	85	89	41	64	89	89	87	89	84	84	89	89	88	85	87	85	61	89	43	77	22	57	52	42	78	12	59	84	43	46	80	72	48	83	79	66	81	74	59	72	26	82	62	81	86	29	44	
76	46	84	100	97	100	64	96	100	94	100	100	89	100	100	100	100	94	99	98	100	100	100	97	100	100	100	100	98	100	46	71	100	99	95	100	91	95	100	100	100	97	98	97	75	100	59	91	34	73	49	46	80	11	67	98	53	56	92	74	58	92	86	81	81	87	76	84	28	97	81	89	96	29	59	
80	37	85	94	100	98	59	96	98	94	98	98	88	98	98	97	97	96	98	98	98	97	98	92	98	98	98	98	95	98	45	76	98	98	95	98	92	96	98	98	98	94	95	97	67	98	55	86	29	64	52	48	88	15	72	97	55	41	89	79	59	95	91	68	81	91	71	77	33	94	75	91	91	40	54	
88	56	85	99	100	100	62	96	100	95	100	100	93	100	100	100	100	97	100	99	100	100	100	95	100	100	100	100	94	100	45	83	100	100	96	100	91	99	100	100	100	94	98	97	76	100	48	90	26	68	52	56	89	24	68	96	47	51	96	76	59	94	89	76	73	88	73	75	31	97	82	93	98	41	60	
66	47	66	76	76	77	100	74	76	72	76	76	71	76	76	76	76	74	76	76	77	77	76	75	77	77	77	77	75	77	32	49	77	76	72	77	72	75	77	77	76	76	76	73	62	77	35	65	25	55	46	45	69	13	58	74	39	38	73	55	44	68	66	56	66	64	54	64	18	76	66	71	72	25	39	
82	39	81	97	97	98	69	100	98	97	98	98	89	98	98	98	98	97	98	97	98	98	98	90	98	98	99	98	96	98	39	75	97	98	98	98	88	97	98	98	97	92	97	95	73	98	57	88	27	67	54	46	83	9	81	94	52	45	91	78	53	91	91	73	79	85	63	82	35	97	80	93	90	33	52	
80	50	81	100	98	100	63	96	100	97	100	99	91	100	100	100	100	97	100	98	99	99	100	87	100	100	100	100	94	100	40	87	100	100	99	100	94	98	100	100	100	97	99	98	70	100	52	91	28	70	54	51	89	14	72	98	58	46	90	72	50	93	91	73	85	85	69	84	27	94	79	91	95	42	60	
77	50	80	98	98	97	68	96	98	100	98	98	88	98	98	98	98	95	99	96	98	98	98	93	98	98	98	98	96	98	53	75	98	98	96	98	92	96	98	98	97	95	98	93	81	98	50	89	29	71	51	44	83	16	68	96	51	54	92	81	57	89	91	73	93	87	68	78	34	96	74	93	96	42	63	
