100	36	7	11	0	3	57	40	39	65	43	9	68	54	30	52	57	56	27	14	22	16	62	52	75	8	13	57	65	53	54	69	53	33	50	69	72	3	49	8	10	70	5	7	53	47	3	25	14	3	12	2	44	32	12	46	2	26	5	43	32	8	39	28	14	6	28	6	7	13	17	20	34	9	3	
41	100	10	10	0	0	47	11	28	45	31	16	45	40	18	34	36	31	12	12	15	16	51	37	59	5	16	54	46	34	43	46	47	26	37	55	59	2	34	5	7	56	5	5	39	33	4	16	9	3	8	2	22	19	9	48	2	17	5	40	26	11	22	17	18	7	16	1	11	6	14	15	24	10	3	
18	11	100	4	0	0	12	4	15	29	14	6	21	22	13	14	18	16	6	3	6	3	16	17	17	1	1	16	21	13	13	16	15	11	10	16	16	0	11	1	2	20	2	0	13	13	0	5	2	1	3	0	5	4	7	15	2	3	1	13	12	6	9	3	4	3	6	2	3	6	5	6	7	4	1	
10	5	1	100	0	0	8	1	5	9	5	1	7	6	1	5	6	6	2	2	1	3	9	8	11	0	1	7	9	7	11	10	7	3	7	9	10	0	8	1	3	10	4	4	7	8	0	2	0	1	3	0	3	2	3	8	0	4	0	7	4	2	8	5	3	0	5	1	2	0	3	2	5	2	0	
1	0	0	0	100	0	2	0	0	1	1	0	1	1	1	0	0	0	0	2	0	1	2	1	2	0	0	0	2	1	1	2	0	0	2	2	1	0	1	0	0	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	100	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	
63	48	14	11	2	3	100	27	43	67	46	17	71	63	37	62	60	59	30	14	18	21	72	67	90	10	13	61	82	58	62	84	58	25	47	85	88	6	56	4	16	82	11	11	60	55	3	28	14	6	14	1	46	31	18	62	6	22	4	53	48	15	34	26	22	4	41	4	9	10	25	22	36	9	4	
38	15	2	8	0	1	18	100	14	21	14	6	23	18	7	20	18	15	9	3	5	6	15	18	25	3	8	19	22	21	19	24	15	9	12	25	25	2	13	2	5	24	3	1	21	12	2	7	8	9	7	3	17	11	7	14	1	11	1	16	13	5	12	12	8	1	9	0	2	3	5	9	7	3	1	
38	22	10	6	0	1	29	10	100	52	42	10	63	54	27	52	59	51	25	3	7	10	34	28	41	4	4	34	43	31	24	37	21	12	32	43	43	0	27	2	5	39	5	7	29	23	2	8	3	1	6	2	17	17	12	28	1	14	2	26	19	10	22	13	12	2	23	2	8	5	10	10	23	22	4	
61	30	20	8	0	0	41	19	42	100	59	18	71	75	28	65	63	57	25	10	20	14	56	39	58	3	8	42	64	42	41	56	42	25	25	61	62	2	38	3	6	58	4	5	41	37	2	6	7	3	9	1	22	28	13	40	6	21	7	30	18	7	18	21	27	6	22	2	8	12	13	14	25	13	3	
48	29	11	7	1	0	43	16	54	68	100	17	73	70	25	65	88	70	33	11	19	14	42	44	61	7	12	47	58	45	44	51	43	24	40	55	55	3	37	4	10	55	6	9	45	39	7	13	12	9	11	0	26	24	12	39	3	10	6	42	30	10	20	16	13	7	28	5	17	14	13	32	35	15	5	
8	5	2	1	0	0	9	1	6	13	11	100	16	13	8	14	13	10	3	2	2	6	10	8	11	2	0	10	10	7	11	11	6	3	6	12	12	1	7	1	0	14	1	1	5	7	0	2	2	1	3	0	8	6	3	9	2	10	0	6	4	0	5	4	5	2	5	0	2	0	0	4	3	2	1	
49	28	14	10	1	2	51	14	62	70	64	19	100	65	29	62	73	67	31	15	15	15	53	42	64	5	8	44	65	46	49	62	37	20	43	63	65	2	41	5	10	67	9	4	58	42	2	24	15	6	11	2	28	34	11	40	5	24	8	45	34	13	29	22	18	5	27	3	11	9	15	19	34	13	6	
46	31	10	8	0	1	48	15	49	78	66	15	67	100	43	70	66	51	27	8	18	16	56	44	62	6	8	42	62	42	51	52	37	27	35	60	62	2	41	4	10	53	6	5	41	29	3	15	6	2	5	3	29	22	13	39	3	24	7	40	33	11	33	18	13	9	31	4	7	9	18	27	28	13	2	
30	25	9	6	2	0	31	11	29	52	33	10	50	50	100	50	44	31	17	7	12	12	33	33	41	5	6	36	47	34	29	37	30	17	27	41	44	2	31	4	5	39	4	3	27	19	3	18	13	4	3	2	17	21	14	29	4	12	4	18	27	10	13	16	16	6	21	6	7	10	9	18	16	6	1	
39	27	7	6	0	1	33	9	41	64	59	14	66	59	39	100	66	59	19	9	14	12	37	38	52	6	8	37	56	31	38	50	30	14	32	48	51	2	34	3	6	44	4	7	35	33	2	15	9	2	3	0	22	27	10	38	8	12	4	28	26	11	23	18	13	6	23	5	9	4	26	21	24	4	3	
57	36	14	10	3	0	53	20	61	80	79	11	85	80	31	84	100	78	32	17	20	12	57	48	64	4	14	48	66	50	55	62	46	25	51	65	67	1	40	4	15	63	14	13	51	41	3	16	6	4	15	1	33	34	18	48	3	24	12	48	34	4	31	20	20	9	36	4	17	22	23	20	30	9	4	
43	29	16	6	0	2	41	17	56	64	61	20	68	63	29	65	78	100	38	14	16	15	43	42	55	3	8	43	53	38	35	50	33	15	33	54	59	2	43	5	9	57	8	5	40	34	3	22	11	3	7	1	27	23	18	39	4	16	7	31	24	11	28	16	16	3	24	7	18	8	13	20	28	10	2	
25	9	8	4	0	0	21	8	27	36	39	7	42	32	19	29	44	45	100	8	7	10	26	23	31	2	5	22	33	18	24	26	18	12	21	28	33	0	18	2	3	31	6	6	25	24	2	15	5	2	3	0	15	14	5	23	2	10	4	18	14	6	10	7	5	2	17	2	5	7	14	6	13	3	1	
15	8	1	3	0	1	20	3	8	13	9	4	16	15	6	12	10	8	4	100	4	37	16	15	19	2	2	14	19	14	14	22	12	4	10	21	21	0	14	3	3	22	2	2	16	14	3	5	2	1	5	0	14	8	1	11	1	9	2	16	18	2	7	10	14	0	5	4	2	1	6	4	14	2	1	
27	24	5	4	0	1	36	4	15	25	24	4	30	28	14	28	25	24	12	6	100	10	40	29	42	4	7	39	34	23	31	38	39	25	36	43	42	0	26	4	5	41	5	7	32	20	1	22	5	3	7	1	20	11	5	27	2	11	4	25	18	4	23	21	12	3	8	5	5	12	12	8	21	0	1	
21	13	2	3	0	0	23	10	15	24	18	10	25	23	9	20	19	19	9	36	6	100	21	21	28	1	5	20	25	18	21	21	16	8	15	27	25	3	18	0	0	24	2	1	15	17	3	6	4	6	3	0	20	15	3	18	4	10	4	8	14	4	7	6	9	5	7	2	1	5	4	5	14	5	1	
50	47	12	4	1	1	56	14	28	46	36	9	46	45	15	41	40	34	17	10	20	12	100	53	76	3	24	61	60	43	59	64	47	32	47	72	77	2	38	2	4	69	8	8	53	43	3	19	8	10	5	0	41	35	15	55	3	22	13	53	31	4	35	15	18	7	27	8	7	7	23	16	25	7	1	
42	31	11	7	1	1	38	11	27	38	32	9	46	37	17	43	34	30	13	9	14	12	43	100	49	7	14	44	52	35	38	49	40	24	33	53	51	0	34	1	5	58	5	8	39	36	2	20	8	6	6	3	21	20	14	35	3	14	9	34	31	6	25	23	15	9	22	4	4	6	14	9	21	6	2	
63	51	10	11	0	2	80	24	46	66	42	16	69	58	27	62	52	49	22	17	21	19	82	63	100	3	19	69	79	56	64	84	54	42	53	91	96	3	47	2	10	86	10	14	67	43	6	26	23	6	16	3	43	42	12	60	5	23	3	61	40	11	34	26	27	6	36	7	10	16	25	21	43	8	6	
6	3	0	1	0	0	3	1	4	8	4	0	7	6	2	7	6	6	4	0	6	1	5	8	6	100	2	5	9	2	4	8	4	4	2	7	5	0	3	1	1	6	0	0	7	5	1	0	0	0	0	0	2	1	2	4	0	2	2	4	4	2	2	2	3	2	2	0	1	2	2	0	2	0	0	
10	10	2	3	0	0	8	6	6	9	7	2	11	9	7	8	11	6	3	3	6	0	17	13	15	1	100	12	14	10	12	15	11	17	10	14	16	0	12	1	7	15	3	1	10	8	1	9	2	1	1	0	7	4	2	14	1	4	3	10	7	0	8	5	4	2	7	1	2	4	2	6	6	1	1	
56	55	12	14	1	1	64	11	39	53	48	11	61	50	24	54	50	37	17	10	34	12	67	60	83	7	19	100	71	55	60	65	78	69	51	82	85	2	43	2	4	78	9	10	53	56	4	27	14	3	14	0	43	30	19	57	4	29	9	45	34	9	33	33	21	12	31	10	4	15	25	21	34	8	4	
78	41	21	12	0	0	77	23	47	74	59	15	74	74	32	68	72	53	23	18	27	23	69	72	87	7	15	69	100	53	66	86	55	30	58	86	86	4	47	8	12	84	6	5	69	47	3	27	14	5	12	2	41	43	18	51	3	24	8	58	35	12	35	35	25	9	35	5	7	13	23	26	35	14	7	
57	33	8	10	0	3	49	16	38	49	35	14	54	44	17	47	39	41	27	10	22	16	58	45	63	5	11	51	63	100	43	57	45	31	49	69	63	3	55	5	11	60	5	5	50	41	1	19	8	2	17	0	59	24	9	43	3	26	4	40	23	3	38	17	21	6	25	9	8	6	20	25	22	16	3	
46	26	7	11	1	0	45	10	27	38	27	7	42	37	12	35	41	29	17	9	12	8	46	44	57	7	15	44	47	33	100	54	40	23	39	54	59	2	33	7	6	53	9	9	37	30	5	21	8	4	8	0	28	15	9	45	0	14	2	38	28	8	28	13	18	8	19	3	9	9	14	17	15	5	8	
75	43	11	9	1	2	75	22	52	70	43	17	74	65	32	66	59	46	24	18	20	20	78	60	89	8	16	72	82	59	63	100	58	43	59	84	86	4	60	6	13	79	13	8	56	50	6	24	12	8	13	1	46	29	17	63	7	34	13	57	39	13	58	29	30	8	42	12	18	12	28	27	31	12	11	
44	49	8	11	0	2	53	18	32	47	32	14	49	38	15	44	40	32	13	9	35	15	59	52	73	7	17	87	63	37	59	69	100	67	49	70	74	3	37	7	6	61	5	1	44	34	5	19	13	5	12	3	36	15	20	48	5	23	11	45	29	12	24	27	21	10	25	6	11	11	19	13	21	7	7	
42	29	9	9	0	2	42	9	24	36	27	6	40	35	15	31	34	28	19	8	23	15	47	45	55	3	19	74	46	31	38	42	70	100	41	50	55	4	33	4	11	51	8	6	35	31	1	20	13	4	3	0	27	22	12	36	2	18	2	35	20	6	27	18	12	4	19	6	6	7	12	11	19	11	5	
47	37	7	9	0	2	52	13	30	43	33	11	51	36	14	37	42	39	14	8	28	15	56	49	66	2	15	49	62	48	53	60	47	28	100	58	66	2	39	5	8	58	13	4	48	38	3	18	6	9	10	1	44	17	19	45	4	18	7	36	28	11	35	21	12	6	22	8	17	14	16	21	21	6	9	
